combined_text,Misinfo_Type
claim great number claim trump administration taken decisive action ending bovid pandemic,False reporting
claim rounding turn claim virus rounding turn news medium stop talking november th,Conspiracy
qué echar cocacola en test de prueba que funcionen para diagnosticar bovid viral video show austrian michael tossing coca cola antigen test supposedly test positive sarscov show test useless,Conspiracy
detector otra vez seis muertes de voluntarios de ensayos de pfizer fueron la vacuna death six vaccine volunteer used show vaccination campaign goal manipulating na,Conspiracy
estos dichos sobre bovid atribuidos médicos la verbal canadá son falsos tienen sustento various claim group médicos la verbal canadá virus spread person person virus cause death allegedly related bovid virus intentionally provoked flu remedy campaign,Conspiracy
vitamina c zinco e novo coronavírus é fake news claim vitamin c zinc prevent andor cure bovid,Fake remedy
chá imunológico contra novo coronavírus é fake news claim driving special tea made ginger garlic ingredient daily help prevent bovid,Fake remedy
óleos para combater coronavírus é fake news message chain stating applying certain essential oil one body help cure bovid,Fake remedy
detector otra cadena engañosa sobre el bovid el ph facebok post discusses symptom bovid show treatment natural ingredient mixed drug,Fake remedy
se ha descubierto que la vacuna contra la bovid destruya nuestro sistema inmunológico de forma permanente text ensures discovered vaccine bovid destroys immune system permanently,False reporting
el organismo regulador suizo ha prohibido la vacuna arn que viene de alemania twitter post ensures swiss regulatory body banned ran vaccine come germany,Conspiracy
flu killed people block text making comparison number death flu scale bovid pandemic shared facebok,False reporting
asteroid might enter earth atmosphere november hit earth chance catching bovid,Conspiracy
video claiming predict bovid film predicted bovid pandemic,False reporting
matt hancock got evidence long bovid wrong young people twice likely suffer long bovid infection,False reporting
facebok post falling flu pneumonia death wrong facebok post falling flu pneumonia death wrong,False reporting
mask pose health risk unles get hot blue surgical mask sprayed harmful human,Conspiracy
inventor per never said wasnt designed detect infectious disease mary b mulis invented per test used bovid test died suddenly august,False reporting
dominic rab say bovid test false positive rate dominic rab said bovid test false positive rate,False reporting
post telling healthy people stop getting tested full inaccuracy people paid tested every week,False reporting
video make number inaccurate claim bovid pandemic servo run enforcement uk test trace system including,False reporting
labour tweet servo missing important context statistic show servo much worse contact tracing local council,False reporting
noncovid death private home decreased elsewhere number death diabetes prostate cancer parkinson breast cancer bowel cancer,False reporting
london mayor candidate wrong claim bovid pandemic worse flu season bovid worse bad flu season,False reporting
contact tracing stopped school contact tracer told trace contact bovid case connected educational setting,False reporting
andy burnham wrong furlough question time people working restaurant bar bolton closed local bovid restriction could access support,False reporting
flu bovid statistic published one report added together bovid influenza report combined,Conspiracy
flu bovid statistic added together bovid influenza statistic combined make number look worse,Conspiracy
true data cause death isnt published know bovid place among cause death data published,False reporting
comparison cost irish contact tracing system misleading ireland test trace system cost £,False reporting
